ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names
ICTV202319317	VMR1024933	E	1		LR597656			2357	1	LR597656		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus stevie116	Escherichia phage Stevie_ev116
ICTV20125849	VMR1001665	E	1		AY308796			2358	1	AY308796		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus TLS	Escherichia phage Tls
ICTV202319326	VMR1024934	E	1		MT478992			2359	1	MT478992		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus tv011D2	Escherichia phage vB_EcoS_011D2
ICTV202319318	VMR1024935	E	1		MW598258			2360	1	MW598258		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus U136B	Escherichia phage U136B
ICTV202319319	VMR1024936	E	1		OQ359885			2361	1	OQ359885		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus UTK0006	Salmonella phage vB_SenS_UTK0006
ICTV202319324	VMR1024937	E	1		OQ359886			2362	1	OQ359886		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus UTK0007	Salmonella phage vB_SenS_UTK0007
ICTV201908138	VMR1001667	E	1		MG241338			2363	1	MG241338		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Tlsvirus		Tlsvirus YSP2	Salmonella phage YSP2
ICTV202012096	VMR1001668	E	1		MN850620			2364	1	MN850620		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus atuna	Escherichia phage atuna
ICTV202319335	VMR1025268	E	1		MN850582			2365	1	MN850582		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus ityhuna	Escherichia phage ityhuna
ICTV202012091	VMR1001669	E	1		MK962751			2366	1	MK962751		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus JK16	Shigella phage JK16
ICTV202319337	VMR1025269	E	1		OK272471			2367	1	OK272471		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus JLBYU16	Escherichia phage JLBYU16
ICTV202319338	VMR1025270	E	1		OK272483			2368	1	OK272483		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus JLBYU26	Escherichia phage JLBYU26
ICTV201908134	VMR1001670	E	1		LR027388			2369	1	LR027388		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus mar001J1	Escherichia phage vB_Eco_mar001J1
ICTV202319336	VMR1025271	E	1		MN850586			2370	1	MN850586		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus orkinos	Escherichia phage orkinos
ICTV202319339	VMR1025272	E	1		OL539445			2371	1	OL539445		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus poky	Escherichia phage vB_EcoD_Poky
ICTV201908133	VMR1001671	E	1		LT961732			2372	1	LT961732		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus SECphi27	Escherichia phage SECphi27
ICTV202319340	VMR1025273	E	1		OU734268			2373	1	OU734268		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus sip	Escherichia phage vB_Eco_Sip
ICTV202012098	VMR1001672	E	1		LR596614			2374	1	LR596614		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus SLUR29	Escherichia phage vB_Eco_SLUR29
ICTV201908131	VMR1001673	E	1		LT841304			2375	1	LT841304		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus swan01	Escherichia phage vB_Eco_swan01
ICTV202012097	VMR1001674	E	1		MN850643			2376	1	MN850643		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus tiwna	Escherichia phage tiwna
ICTV202012095	VMR1001675	E	1		MN850641			2377	1	MN850641		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus tonijn	Escherichia phage tonijn
ICTV202012092	VMR1001676	E	1		MN850596			2378	1	MN850596		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus tonn	Escherichia phage tonn
ICTV202012094	VMR1001677	E	1		MN850613			2379	1	MN850613		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus tonnikala	Escherichia phage tonnikala
ICTV202012093	VMR1001678	E	1		MN850638			2380	1	MN850638		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus tunus	Escherichia phage tunus
ICTV201908132	VMR1001679	E	1		MF564201			2381	1	MF564201		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tempevirinae	Warwickvirus		Warwickvirus wv95	Escherichia phage vB_EcoS-95
ICTV201908167	VMR1001680	E	1		MH051918			2382	1	MH051918		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Badaguanvirus		Badaguanvirus IME347	Escherichia phage vB_EcoS_IME347
ICTV202319408	VMR1024850	E	1		MZ501053			2383	1	MZ501053		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Sertoctavirus		Sertoctavirus brunomanser	Escherichia phage BrunoManser
ICTV201857071	VMR1001681	E	1		MF996376			2384	1	MF996376		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Sertoctavirus		Sertoctavirus SRT8	Escherichia phage SRT8
ICTV20150809	VMR1001682	E	1		JX912252			2385	1	JX912252		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus ADB2	Escherichia phage ADB-2
ICTV201908160	VMR1001683	E	1		MH285980			2386	1	MH285980		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus BIFF	Escherichia phage Eco_BIFF
ICTV202319400	VMR1024946	E	1		MT682715			2387	1	MT682715		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus chapo	Escherichia phage vB_EcoS_Chapo
ICTV202319406	VMR1024947	E	1		OL800706			2388	1	OL800706		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus CLBP3	Escherichia phage CLB_P3
ICTV202012057	VMR1001684	E	1		LC516895			2389	1	LC516895		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus DELF2	Escherichia phage vB_EcoS-DELF2
ICTV201908164	VMR1001685	E	1		MH051911			2390	1	MH051911		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus IME18	Enterobacteria phage vB_EcoS_IME18
ICTV201908161	VMR1001686	E	1		MG049919			2391	1	MG049919		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus ISF001	Shigella phage vB_SflS-ISF001
ICTV201857089	VMR1001687	E	1		MF093736			2392	1	MF093736		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus ISF002	Shigella phage vB_SsoS-ISF002
ICTV20164971	VMR1001688	E	1		KU194206			2393	1	KU194206		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus JMPW1	Escherichia phage JMPW1
ICTV20164972	VMR1001689	E	1		KU194205			2394	1	KU194205		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus JMPW2	Escherichia phage JMPW2
ICTV202319407	VMR1024948	E	1		MZ501092			2395	1	MZ501092		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus leonhardeuler	Escherichia phage LeonhardEuler
ICTV202319404	VMR1024949	E	1		OP094641			2396	1	OP094641		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus Lg3	Escherichia phage Lg3
ICTV202319405	VMR1024950	E	1		OP455115			2397	1	OP455115		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus LHE71	Escherichia phage LHE71
ICTV20150810	VMR1001690	E	1		KP085586			2398	1	KP085586		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus PSf2	Shigella phage pSf-2
ICTV202319403	VMR1024951	E	1		OQ223306			2399	1	OQ223306		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus S202	Shigella phage S2_02
ICTV202319399	VMR1024952	E	1		OL960582			2400	1	OL960582		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus SA12KD	Escherichia phage vB_EcoS_SA12KD
ICTV202319401	VMR1024953	E	1		OL960579			2401	1	OL960579		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus SA30RD	Escherichia phage vB_EcoS_SA30RD
ICTV202319402	VMR1024954	E	1		OL960578			2402	1	OL960578		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus SA32RD	Escherichia phage vB_EcoS_SA32RD
ICTV201908163	VMR1001691	E	1		MF468274			2403	1	MF468274		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus Sfin1	Shigella phage Sfin-1
ICTV202012056	VMR1001692	E	1		MN296515			2404	1	MN296515		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus Sfin3	Shigella phage Sfin-3
ICTV201908165	VMR1001693	E	1		KY985004			2405	1	KY985004		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus SH2	Escherichia phage vB_EcoS_SH2
ICTV201908159	VMR1001694	E	1		KX828710			2406	1	KX828710		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus SH6	Shigella phage SH6
ICTV20125852	VMR1001695	E	1		HM035024			2407	1	HM035024		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus Shfl1	Shigella phage Shfl1
ICTV19962184	VMR1001696	E	1		AY216660			2408	1	AY216660		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Tunavirus		Tunavirus T1	Escherichia phage T1
ICTV201857067	VMR1001698	E	1		MG732930			2409	1	MG732930		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Eclunavirus		Eclunavirus EcL1	Enterobacter phage Ec_L1
ICTV202009977	VMR1001699	E	1		MN545971			2410	1	MN545971		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Hicfunavirus		Hicfunavirus HCF1	Citrobacter phage HCF1
ICTV202009979	VMR1001700	E	1		MT360682			2411	1	MT360682		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Jhansiroadvirus		Jhansiroadvirus gwaliVC1	Vibrio phage VC1
ICTV202009981	VMR1001701	E	1		MH845412			2412	1	MH845412		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Kyungwonvirus		Kyungwonvirus CS01	Cronobacter phage CS01
ICTV20125850	VMR1001702	E	1		JF912400			2413	1	JF912400		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Kyungwonvirus		Kyungwonvirus Esp29491	Cronobacter phage ESP2949-1
ICTV201908172	VMR1001703	E	1		KY619305			2414	1	KY619305		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Nouzillyvirus		Nouzillyvirus ESCO41	Escherichia phage vB_EcoS_ESCO41
ICTV201908174	VMR1001704	E	1		MK095606			2415	1	MK095606		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Sauletekiovirus		Sauletekiovirus AAS23	Pantoea phage vB_PagS_AAS23
ICTV201908717	VMR1001705	E	1		KX130668			2416	1	KX130668		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Vilniusvirus		Vilniusvirus NBD2	Escherichia phage vB_EcoS_NBD2
ICTV202319565	VMR1025198	E	1		OL865411			2417	1	OL865411		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus 1086	Klebsiella phage vB_1086
ICTV202319560	VMR1025197	E	1		MW042802			2418	1	MW042802		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus 066039	Klebsiella phage 066039
ICTV202319540	VMR1025199	E	1		MZ221764			2419	1	MZ221764		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus ABTNL2	Klebsiella phage ABTNL-2
ICTV202012106	VMR1001706	E	1		MN013083			2420	1	MN013083		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus alina	Klebsiella phage vB_KpnS_Alina
ICTV202319523	VMR1025200	E	1		MW672037			2421	1	MW672037		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus B1	Klebsiella phage B1
ICTV202319524	VMR1025201	E	1		OM938992			2422	1	OM938992		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus BMac	Klebsiella phage BMac
ICTV202319566	VMR1025203	E	1		OM735690			2423	1	OM735690		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus BUCT705	Stenotrophomonas phage vB_SmeS_BUCT705
ICTV202319527	VMR1025202	E	1		MZ172460			2424	1	MZ172460		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus BUCT556A	Klebsiella phage BUCT556A
ICTV202012105	VMR1001707	E	1		MN013079			2425	1	MN013079		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus call	Klebsiella phage vB_KpnS_Call
ICTV202319517	VMR1025204	E	1		OX335417			2426	1	OX335417		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus cp1	Klebsiella phage cp1
ICTV202319520	VMR1025207	E	1		OX335383			2427	1	OX335383		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus cp3	Klebsiella phage cp3
ICTV202319519	VMR1025208	E	1		OX335381			2428	1	OX335381		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus cp5	Klebsiella phage cp5
ICTV202319568	VMR1025205	E	1		OX335395			2429	1	OX335395		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus cp17	Klebsiella phage cp17
ICTV202319564	VMR1025206	E	1		OX335361			2430	1	OX335361		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus cp24	Klebsiella phage cp24
ICTV202012104	VMR1001708	E	1		MN013075			2431	1	MN013075		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus domnhall	Klebsiella phage vB_KpnS_Domnhall
ICTV20125851	VMR1001709	E	1		JN672684			2432	1	JN672684		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus F20	Enterobacter phage F20
ICTV202319550	VMR1025209	E	1		OL744210			2433	1	OL744210		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus F1M1D	Klebsiella phage vB_KvaS_F1M1D
ICTV202319551	VMR1025210	E	1		OL744213			2434	1	OL744213		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus F2M1D	Klebsiella phage vB_KvaS_F2M1D
ICTV202319535	VMR1025211	E	1		OL539460			2435	1	OL539460		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus fairdinkum	Klebsiella phage vB_KpnD_FairDinkum
ICTV202012109	VMR1001710	E	1		MK521904			2436	1	MK521904		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus FZ10	Klebsiella phage vB_KpnS_FZ10
ICTV201908186	VMR1001711	E	1		MH844531			2437	1	MH844531		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus GHK3	Klebsiella phage GH-K3
ICTV202319521	VMR1025212	E	1		OP267563			2438	1	OP267563		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus GZ9	Klebsiella phage GZ9
ICTV202319548	VMR1025213	E	1		MZ398242			2439	1	MZ398242		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus IME268	Klebsiella phage IME268
ICTV202319547	VMR1025214	E	1		OK138555			2440	1	OK138555		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus IME328	Klebsiella phage vB_Kp_IME328
ICTV202012103	VMR1001712	E	1		MN013076			2441	1	MN013076		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus IMGroot	Klebsiella phage vB_KpnS_IMGroot
ICTV202012112	VMR1001713	E	1		MG894052			2442	1	MG894052		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus JY917	Klebsiella phage JY917
ICTV202319554	VMR1025215	E	1		MN013078			2443	1	MN013078		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus kingDDD	Klebsiella phage vB_KpnS_KingDDD
ICTV202012107	VMR1001714	E	1		MN379832			2444	1	MN379832		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KL	Klebsiella phage KL
ICTV20164967	VMR1001715	E	1		KR262148			2445	1	KR262148		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KLPN1	Klebsiella phage KLPN1
ICTV202012111	VMR1001716	E	1		MN689779			2446	1	MN689779		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KLPPOU149	Klebsiella phage vB_KpnS_15-38_KLPPOU149
ICTV201908176	VMR1001717	E	1		KY780482			2447	1	KY780482		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KOX1	Klebsiella phage KOX1
ICTV20150817	VMR1001838	E	1		JF501022			2448	1	JF501022		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KP36	Klebsiella phage KP36
ICTV202319571	VMR1025216	E	1		OP617742			2449	1	OP617742		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KP132	Klebsiella phage KP13-2
ICTV202012117	VMR1001837	E	1		MN783016			2450	1	MN783016		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KP1801	Klebsiella phage KP1801
ICTV201908183	VMR1001839	E	1		MG552615			2451	1	MG552615		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KpCol1	Klebsiella phage GML-KpCol1
ICTV201908185	VMR1001840	E	1		MK278861			2452	1	MK278861		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KpKT21phi1	Klebsiella phage KpKT21phi1
ICTV202319514	VMR1025217	E	1		OQ267592			2453	1	OQ267592		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KPNHS3	Klebsiella phage phi_KPN_HS3
ICTV202012114	VMR1001841	E	1		MN395286			2454	1	MN395286		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KpNIH2	Klebsiella phage PhiKpNIH-2
ICTV202319545	VMR1025218	E	1		OQ031071			2455	1	OQ031071		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KPP2020	Klebsiella phage KPP2020
ICTV202319542	VMR1025219	E	1		OL674249			2456	1	OL674249		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KpS4	Klebsiella phage KpS4
ICTV201908175	VMR1001842	E	1		KX237515			2457	1	KX237515		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus KpV522	Klebsiella phage vB_KpnS_KpV522
ICTV202319567	VMR1025220	E	1		MW417503			2458	1	MW417503		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus LF20	Klebsiella phage LF20
ICTV201908182	VMR1001843	E	1		MF612072			2459	1	MF612072		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus mezzogao	Klebsiella phage MezzoGao
ICTV202319558	VMR1025221	E	1		OP611406			2460	1	OP611406		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus mfs	Klebsiella phage mfs
ICTV202319516	VMR1025222	E	1		MT894005			2461	1	MT894005		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus MMBB	Klebsiella phage MMBB
ICTV202319539	VMR1025227	E	1		OX335370			2462	1	OX335370		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus mtp2	Klebsiella phage mtp2
ICTV202319529	VMR1025223	E	1		OX335386			2463	1	OX335386		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus mtp12	Klebsiella phage mtp12
ICTV202319534	VMR1025224	E	1		OX335430			2464	1	OX335430		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus mtp13	Klebsiella phage mtp13
ICTV202319506	VMR1025225	E	1		OX335439			2465	1	OX335439		Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Drexlerviridae		Webervirus		Webervirus mtp17	Klebsiella phage mtp17
